Date,Description,Amount,Transaction Type,Category,Account Name
2018-07-28,Movie Theater,22.76,debit,Movies & DVDs,Silver Card
2018-07-13,_RARE_,6.47,debit,Restaurants,Platinum Card
2018-02-15,City Water Charges,35.0,debit,Utilities,Checking
2019-06-26,_RARE_,52.75,debit,Restaurants,Platinum Card
2019-08-05,Mortgage Payment,1120.0,debit,Mortgage & Rent,Checking
2018-03-26,City Water Charges,124.28,debit,Gas & Fuel,Silver Card
2019-02-06,Movie Theater,29.9,debit,Restaurants,Platinum Card
2018-09-14,Starbucks,2.75,debit,Coffee Shops,Silver Card
2018-09-30,_RARE_,27.5,debit,Restaurants,Platinum Card
2018-08-27,Grocery Store,46.94,debit,Groceries,Platinum Card
2019-08-09,Gas Company,10.0,debit,Utilities,Checking
2018-06-09,Gas Company,30.0,debit,Utilities,Checking
2018-03-06,Hardware Store,86.99,debit,Home Improvement,Silver Card
2018-07-14,Starbucks,2.76,debit,Coffee Shops,Platinum Card
2019-08-24,Hardware Store,165.22,debit,Home Improvement,Silver Card
2018-05-19,_RARE_,2.75,debit,Fast Food,Platinum Card
2018-11-01,Amazon,12.94,debit,Shopping,Platinum Card
2019-01-17,Brewing Company,12.0,debit,Alcohol & Bars,Platinum Card
2019-06-07,Phone Company,60.0,debit,Mobile Phone,Checking
2018-06-25,Internet Service Provider,75.09,debit,Internet,Checking
2019-09-07,Power Company,30.0,debit,Utilities,Checking
2019-01-15,Power Company,60.0,debit,Utilities,Checking
2018-09-01,_RARE_,36.41,debit,Gas & Fuel,Platinum Card
2018-07-12,Thai Restaurant,28.51,debit,Restaurants,Silver Card
2018-08-22,Starbucks,7.75,debit,Coffee Shops,Platinum Card
2019-01-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-02-16,Credit Card Payment,349.01,debit,Credit Card Payment,Checking
2018-11-26,Brunch Restaurant,90.5,debit,Restaurants,Silver Card
2018-03-05,Grocery Store,18.32,debit,Groceries,Platinum Card
2018-04-18,City Water Charges,65.0,debit,Utilities,Checking
2018-10-09,Spotify,10.69,debit,Music,Platinum Card
2019-07-20,Starbucks,3.0,debit,Coffee Shops,Silver Card
2018-08-16,Power Company,60.0,debit,Utilities,Checking
2018-02-02,Credit Card Payment,269.24,debit,Credit Card Payment,Checking
2018-11-19,City Water Charges,35.0,debit,Utilities,Checking
2018-09-29,Grocery Store,6.9,debit,Groceries,Platinum Card
2018-08-11,Hardware Store,49.19,debit,Home Improvement,Silver Card
2018-03-28,Grocery Store,8.66,debit,Groceries,Platinum Card
2019-09-13,Amazon,4.47,debit,Shopping,Platinum Card
2019-05-26,Amazon,14.44,debit,Shopping,Platinum Card
2018-06-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-01-09,Gas Company,35.0,debit,Utilities,Checking
2018-11-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-09-19,Hardware Store,43.5,debit,Home Improvement,Platinum Card
2019-07-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-07-28,_RARE_,65.01,debit,Restaurants,Platinum Card
2019-07-10,Credit Card Payment,259.97,debit,Credit Card Payment,Checking
2018-11-21,Fancy Restaurant,49.56,debit,Restaurants,Platinum Card
2018-03-24,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2018-06-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-09-11,Phone Company,65.0,debit,Mobile Phone,Checking
2019-05-07,Phone Company,24.9,debit,Mobile Phone,Checking
2019-01-08,Grocery Store,57.12,debit,Groceries,Silver Card
2018-09-06,Grocery Store,24.36,debit,Groceries,Platinum Card
2019-01-10,Phone Company,49.76,debit,Mobile Phone,Checking
2019-06-03,Grocery Store,9.44,debit,Groceries,Platinum Card
2019-08-02,Amazon,2.75,debit,Shopping,Platinum Card
2019-05-09,Power Company,30.0,debit,Utilities,Checking
2019-06-09,Gas Company,30.0,debit,Utilities,Checking
2018-09-23,Amazon,42.76,debit,Shopping,Platinum Card
2018-08-07,Brewing Company,18.6,debit,Alcohol & Bars,Platinum Card
2018-05-18,Shell,34.48,debit,Gas & Fuel,Silver Card
2018-11-17,Grocery Store,2.75,debit,Groceries,Platinum Card
2019-01-01,Amazon,33.05,debit,Shopping,Platinum Card
2018-09-29,Brewing Company,6.0,debit,Alcohol & Bars,Platinum Card
2018-05-13,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-12-10,_RARE_,26.12,debit,Restaurants,Platinum Card
2019-09-10,Credit Card Payment,100.07,debit,Credit Card Payment,Checking
2018-09-25,Amazon,10.74,debit,Shopping,Platinum Card
2018-07-24,_RARE_,27.64,debit,Fast Food,Silver Card
2019-08-29,Internet Service Provider,75.0,debit,Internet,Checking
2018-04-09,Spotify,10.69,debit,Music,Platinum Card
2018-11-21,Grocery Store,43.99,debit,Groceries,Silver Card
2018-01-16,City Water Charges,39.4,debit,Utilities,Checking
2018-02-28,Credit Card Payment,327.03,debit,Credit Card Payment,Checking
2018-03-01,Credit Card Payment,407.03,debit,Credit Card Payment,Checking
2018-02-12,_RARE_,31.82,debit,Gas & Fuel,Platinum Card
2018-05-06,Grocery Store,29.51,debit,Groceries,Silver Card
2019-05-17,Power Company,30.0,debit,Utilities,Checking
2018-08-01,Gas Company,30.0,debit,Utilities,Checking
2018-03-08,_RARE_,26.46,debit,Groceries,Platinum Card
2018-11-30,Brewing Company,19.66,debit,Alcohol & Bars,Platinum Card
2019-06-13,Amazon,19.25,debit,Shopping,Platinum Card
2018-12-14,Hardware Store,54.53,debit,Restaurants,Silver Card
2018-11-18,Amazon,13.48,debit,Shopping,Platinum Card
2018-10-01,Gas Company,30.0,debit,Utilities,Checking
2019-09-12,Thai Restaurant,46.44,debit,Restaurants,Platinum Card
2019-09-20,Credit Card Payment,411.76,credit,Credit Card Payment,Silver Card
2019-07-05,Mortgage Payment,1287.44,debit,Mortgage & Rent,Checking
2019-07-03,Starbucks,2.88,debit,Coffee Shops,Platinum Card
2019-04-23,Grocery Store,4.73,debit,Groceries,Silver Card
2018-11-05,QuikTrip,95.0,debit,Utilities,Checking
2018-12-12,Phone Company,11.41,debit,Mobile Phone,Checking
2019-03-05,Credit Card Payment,141.56,debit,Credit Card Payment,Checking
2018-03-14,Grocery Store,12.78,debit,Groceries,Silver Card
2019-08-03,Thai Restaurant,23.0,debit,Restaurants,Platinum Card
2018-09-22,Hardware Store,36.33,debit,Home Improvement,Silver Card
2018-01-17,Credit Card Payment,385.43,debit,Credit Card Payment,Checking
2019-03-09,Spotify,10.69,debit,Music,Platinum Card
2019-07-24,Hardware Store,3.08,debit,Home Improvement,Silver Card
2018-12-07,Phone Company,68.0,debit,Mobile Phone,Checking
2018-11-09,BP,38.59,debit,Gas & Fuel,Silver Card
2018-09-15,Grocery Store,59.07,debit,Groceries,Platinum Card
2019-01-27,Amazon,143.33,debit,Shopping,Platinum Card
2019-08-01,Credit Card Payment,104.85,credit,Credit Card Payment,Platinum Card
2019-03-23,Credit Card Payment,114.84,debit,Credit Card Payment,Checking
2018-10-10,Grocery Store,16.47,debit,Groceries,Silver Card
2018-01-06,Credit Card Payment,799.47,debit,Credit Card Payment,Checking
2019-09-22,BP,26.93,debit,Gas & Fuel,Silver Card
2019-03-27,Credit Card Payment,509.25,credit,Credit Card Payment,Platinum Card
2018-10-06,_RARE_,46.57,debit,Fast Food,Platinum Card
2018-08-03,_RARE_,96.45,debit,Restaurants,Silver Card
2019-08-22,QuikTrip,38.06,debit,Gas & Fuel,Platinum Card
2019-07-12,Barbershop,5.0,debit,Haircut,Platinum Card
2019-07-09,_RARE_,10.69,debit,Music,Platinum Card
2019-08-19,Grocery Store,24.01,debit,Groceries,Silver Card
2018-12-21,Amazon,86.75,debit,Shopping,Platinum Card
2018-08-17,American Tavern,28.42,debit,Restaurants,Platinum Card
2018-05-05,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2018-10-29,Grocery Store,29.43,debit,Groceries,Platinum Card
2018-03-09,Spotify,40.69,debit,Groceries,Platinum Card
2019-02-20,Credit Card Payment,162.98,credit,Credit Card Payment,Platinum Card
2018-04-10,Gas Company,59.0,debit,Utilities,Checking
2018-07-01,Amazon,83.97,debit,Shopping,Platinum Card
2019-08-13,Credit Card Payment,332.77,debit,Credit Card Payment,Checking
2018-09-14,Power Company,60.0,debit,Utilities,Checking
2019-09-23,Starbucks,2.75,debit,Coffee Shops,Silver Card
2018-07-08,_RARE_,15.64,debit,Restaurants,Silver Card
2018-01-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-06-27,Thai Restaurant,67.0,debit,Restaurants,Platinum Card
2018-07-19,Credit Card Payment,665.0,debit,Credit Card Payment,Checking
2019-04-01,Credit Card Payment,305.08,debit,Credit Card Payment,Checking
2018-02-14,Credit Card Payment,567.05,debit,Credit Card Payment,Checking
2019-09-23,_RARE_,10.84,debit,Restaurants,Platinum Card
2019-05-01,Spotify,10.09,debit,Music,Platinum Card
2018-04-13,Credit Card Payment,297.25,credit,Credit Card Payment,Silver Card
2019-03-12,Brewing Company,9.6,debit,Restaurants,Silver Card
2019-03-08,Shell,29.81,debit,Gas & Fuel,Platinum Card
2018-11-30,Grocery Store,17.69,debit,Groceries,Platinum Card
2019-05-08,Amazon,23.33,debit,Shopping,Platinum Card
2018-03-23,Grocery Store,6.08,debit,Groceries,Silver Card
2018-01-23,Credit Card Payment,43.84,debit,Credit Card Payment,Checking
2018-01-16,Barbershop,28.0,debit,Haircut,Platinum Card
2018-12-12,Phone Company,62.34,debit,Mobile Phone,Checking
2019-04-11,Brewing Company,49.0,debit,Alcohol & Bars,Platinum Card
2019-08-16,Grocery Store,26.53,debit,Groceries,Silver Card
2018-04-26,Thai Restaurant,39.41,debit,Restaurants,Silver Card
2018-06-19,Grocery Store,48.29,debit,Groceries,Silver Card
2018-04-12,Credit Card Payment,952.34,debit,Credit Card Payment,Checking
2018-07-02,Movie Theater,12.76,debit,Movies & DVDs,Platinum Card
2019-01-05,State Farm,73.0,debit,Auto Insurance,Checking
2019-04-13,Barbershop,30.4,debit,Mobile Phone,Checking
2019-07-19,Credit Card Payment,158.81,credit,Credit Card Payment,Platinum Card
2019-08-02,_RARE_,5.24,debit,Restaurants,Silver Card
2018-05-06,Grocery Store,24.91,debit,Groceries,Silver Card
2019-06-22,Brewing Company,2.75,debit,Alcohol & Bars,Silver Card
2019-06-20,Grocery Store,36.84,debit,Groceries,Silver Card
2018-12-09,Gas Company,89.2,debit,Utilities,Checking
2018-07-26,Shell,2.75,debit,Gas & Fuel,Platinum Card
2018-05-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-01-05,Brewing Company,3.0,debit,Alcohol & Bars,Platinum Card
2018-07-21,Power Company,35.0,debit,Utilities,Checking
2019-08-04,Netflix,11.75,debit,Movies & DVDs,Platinum Card
2019-02-28,Internet Service Provider,75.29,debit,Internet,Checking
2018-12-30,Hardware Store,39.95,debit,Home Improvement,Silver Card
2018-09-24,_RARE_,7.88,debit,Restaurants,Silver Card
2018-12-01,Credit Card Payment,157.82,debit,Credit Card Payment,Checking
2018-06-26,Movie Theater,48.0,debit,Alcohol & Bars,Silver Card
2019-09-12,Amazon,15.39,debit,Shopping,Platinum Card
2018-07-07,Phone Company,65.0,debit,Mobile Phone,Checking
2018-04-18,Credit Card Payment,309.03,credit,Credit Card Payment,Platinum Card
2019-02-28,Mortgage Payment,1150.0,debit,Mortgage & Rent,Checking
2018-06-26,Starbucks,3.25,debit,Coffee Shops,Platinum Card
2019-05-21,Mortgage Payment,1002.48,debit,Mortgage & Rent,Checking
2018-04-04,Grocery Store,5.69,debit,Groceries,Silver Card
2019-01-19,Power Company,60.0,debit,Utilities,Checking
2018-08-16,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-10-04,Netflix,27.72,debit,Movies & DVDs,Platinum Card
2019-01-06,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-02-17,City Water Charges,35.0,debit,Utilities,Checking
2018-09-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-09-13,American Tavern,14.75,debit,Restaurants,Platinum Card
2018-05-04,Netflix,11.0,debit,Movies & DVDs,Platinum Card
2019-08-03,_RARE_,28.42,debit,Restaurants,Platinum Card
2018-10-20,Grocery Store,92.47,debit,Groceries,Platinum Card
2018-07-22,Credit Card Payment,166.48,credit,Credit Card Payment,Platinum Card
2018-05-24,Credit Card Payment,969.99,credit,Credit Card Payment,Silver Card
2019-03-08,BP,132.45,debit,Gas & Fuel,Silver Card
2019-04-07,Brewing Company,95.0,debit,Alcohol & Bars,Silver Card
2019-02-18,Hardware Store,5.09,debit,Home Improvement,Silver Card
2019-09-22,Greek Restaurant,20.0,debit,Restaurants,Platinum Card
2018-05-19,American Tavern,46.2,debit,Alcohol & Bars,Silver Card
2018-12-16,City Water Charges,35.0,debit,Utilities,Checking
2018-01-06,Amazon,16.35,debit,Shopping,Platinum Card
2019-06-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-18,Power Company,60.0,debit,Utilities,Checking
2018-07-09,Grocery Store,17.99,debit,Groceries,Platinum Card
2019-07-19,Credit Card Payment,669.58,debit,Credit Card Payment,Checking
2019-03-08,Netflix,2.75,debit,Utilities,Checking
2018-01-12,Grocery Store,42.89,debit,Groceries,Platinum Card
2019-09-06,Gas Company,39.4,debit,Utilities,Checking
2019-05-09,Grocery Store,81.89,debit,Groceries,Silver Card
2019-07-06,_RARE_,30.03,debit,Gas & Fuel,Platinum Card
2019-06-15,Starbucks,4.0,debit,Coffee Shops,Silver Card
2018-06-18,Shell,37.46,debit,Gas & Fuel,Silver Card
2019-02-19,Credit Card Payment,630.83,credit,Credit Card Payment,Platinum Card
2018-06-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-06-27,American Tavern,40.44,debit,Restaurants,Platinum Card
2018-12-18,_RARE_,65.44,debit,Restaurants,Silver Card
2018-04-14,BP,29.68,debit,Gas & Fuel,Platinum Card
2019-02-04,Netflix,13.0,debit,Movies & DVDs,Platinum Card
2018-12-01,Amazon,21.11,debit,Shopping,Platinum Card
2018-11-26,Credit Card Payment,484.95,credit,Credit Card Payment,Silver Card
2019-06-26,Amazon,13.94,debit,Shopping,Platinum Card
2018-08-09,Spotify,10.69,debit,Music,Platinum Card
2019-08-16,Credit Card Payment,264.18,debit,Credit Card Payment,Checking
2018-05-12,Phone Company,85.0,debit,Mobile Phone,Checking
2019-03-14,_RARE_,2.75,debit,Alcohol & Bars,Silver Card
2019-02-17,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2018-03-12,_RARE_,29.4,debit,Restaurants,Platinum Card
2019-07-03,Starbucks,53.75,debit,Coffee Shops,Platinum Card
2018-02-01,Amazon,13.92,debit,Shopping,Platinum Card
2018-08-17,City Water Charges,38.0,debit,Utilities,Checking
2019-04-19,Grocery Store,40.79,debit,Groceries,Platinum Card
2018-12-14,Credit Card Payment,358.88,debit,Credit Card Payment,Checking
2019-08-08,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-08-27,_RARE_,11.59,debit,Gas & Fuel,Silver Card
2018-03-11,Biweekly Paycheck,2240.0,credit,Paycheck,Checking
2018-12-16,City Water Charges,30.0,debit,Utilities,Checking
2018-10-03,Credit Card Payment,561.56,debit,Credit Card Payment,Checking
2019-06-20,Brewing Company,22.75,debit,Alcohol & Bars,Platinum Card
2018-03-19,Amazon,24.73,debit,Shopping,Platinum Card
2019-02-01,Amazon,11.13,debit,Shopping,Platinum Card
2019-01-24,Amazon,13.0,debit,Shopping,Platinum Card
2019-08-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-07-02,Mortgage Payment,1240.48,debit,Shopping,Platinum Card
2018-02-28,Credit Card Payment,492.73,credit,Credit Card Payment,Platinum Card
2018-06-22,Grocery Store,2.75,debit,Groceries,Platinum Card
2018-10-28,Brewing Company,9.5,debit,Alcohol & Bars,Platinum Card
2018-02-02,Credit Card Payment,148.0,debit,Credit Card Payment,Checking
2018-02-02,Amazon,11.14,debit,Shopping,Platinum Card
2018-09-02,Credit Card Payment,810.48,debit,Credit Card Payment,Checking
2018-05-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-21,Brewing Company,5.0,debit,Alcohol & Bars,Silver Card
2018-11-06,Grocery Store,2.78,debit,Groceries,Platinum Card
2019-05-20,Credit Card Payment,149.98,credit,Credit Card Payment,Platinum Card
2019-06-02,Mortgage Payment,1118.14,debit,Mortgage & Rent,Checking
2019-04-23,_RARE_,17.75,debit,_RARE_,Silver Card
2018-07-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-02-12,BP,40.36,debit,Gas & Fuel,Platinum Card
2018-08-14,_RARE_,21.36,debit,Gas & Fuel,Silver Card
2019-09-06,Grocery Store,6.89,debit,Groceries,Silver Card
2018-10-26,_RARE_,10.33,debit,Movies & DVDs,Silver Card
2018-04-28,Starbucks,7.0,debit,Coffee Shops,Platinum Card
2019-08-01,Amazon,13.09,debit,Shopping,Platinum Card
2018-05-13,Biweekly Paycheck,2050.0,credit,Paycheck,Checking
2019-02-09,Gas Company,85.0,debit,Utilities,Checking
2019-09-06,Starbucks,9.0,debit,Coffee Shops,Platinum Card
2018-01-05,_RARE_,29.53,debit,Coffee Shops,Platinum Card
2018-12-28,Grocery Store,43.43,debit,Groceries,Silver Card
2019-07-21,Credit Card Payment,304.17,debit,Credit Card Payment,Checking
2019-05-22,Fancy Restaurant,28.23,debit,Restaurants,Silver Card
2018-07-17,Credit Card Payment,589.56,credit,Credit Card Payment,Silver Card
2018-12-18,Brunch Restaurant,5.0,debit,Restaurants,Silver Card
2019-05-24,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2018-11-22,Credit Card Payment,206.88,credit,Credit Card Payment,Silver Card
2018-10-18,Starbucks,8.8,debit,Coffee Shops,Platinum Card
2018-06-16,Power Company,60.0,debit,Utilities,Checking
2019-08-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-09-25,Internet Service Provider,74.99,debit,Internet,Checking
2019-06-27,Hardware Store,48.26,debit,Home Improvement,Platinum Card
2018-11-09,Phone Company,89.49,debit,Mobile Phone,Checking
2018-09-21,American Tavern,25.0,debit,Restaurants,Silver Card
2018-03-10,Phone Company,41.3,debit,Mobile Phone,Checking
2018-04-11,Phone Company,64.8,debit,Mobile Phone,Checking
2019-09-02,Mortgage Payment,1219.44,debit,Mortgage & Rent,Checking
2019-07-19,Brewing Company,13.0,debit,Alcohol & Bars,Platinum Card
2018-08-17,_RARE_,64.5,debit,Restaurants,Silver Card
2018-06-15,Hardware Store,49.25,debit,Home Improvement,Silver Card
2019-04-16,Brewing Company,11.76,debit,Alcohol & Bars,Silver Card
2019-09-04,Starbucks,13.76,debit,Coffee Shops,Platinum Card
2019-06-19,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-03-02,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2019-06-05,State Farm,75.0,debit,Auto Insurance,Checking
2018-09-19,Credit Card Payment,975.48,debit,Credit Card Payment,Checking
2019-03-18,Credit Card Payment,1560.35,debit,Credit Card Payment,Checking
2018-06-19,City Water Charges,34.0,debit,Utilities,Checking
2019-07-23,Credit Card Payment,264.92,debit,Credit Card Payment,Checking
2018-08-12,Gas Company,30.0,debit,Utilities,Checking
2018-08-16,Power Company,60.0,debit,Utilities,Checking
2018-12-09,Spotify,10.69,debit,Music,Platinum Card
2018-05-09,Grocery Store,7.62,debit,Groceries,Platinum Card
2018-07-06,Thai Restaurant,84.97,debit,Restaurants,Platinum Card
2018-12-01,Grocery Store,12.17,debit,Groceries,Silver Card
2018-07-01,Grocery Store,11.75,debit,Groceries,Platinum Card
2018-10-15,Grocery Store,31.35,debit,Groceries,Platinum Card
2018-02-26,Starbucks,3.95,debit,Coffee Shops,Platinum Card
2018-12-16,Brewing Company,14.0,debit,Alcohol & Bars,Platinum Card
2019-06-25,Credit Card Payment,157.22,debit,Credit Card Payment,Checking
2018-06-24,Credit Card Payment,107.39,credit,Credit Card Payment,Platinum Card
2019-07-18,Grocery Store,8.54,debit,Groceries,Platinum Card
2018-02-07,Grocery Store,8.0,debit,Groceries,Platinum Card
2019-06-16,Credit Card Payment,481.67,debit,Credit Card Payment,Checking
2018-09-14,Amazon,56.96,debit,Shopping,Platinum Card
2018-02-20,Amazon,13.99,debit,Shopping,Platinum Card
2018-08-14,Starbucks,12.76,debit,Coffee Shops,Platinum Card
2019-07-17,City Water Charges,35.0,debit,Utilities,Checking
2019-05-24,Power Company,60.0,debit,Utilities,Checking
2019-06-23,Credit Card Payment,455.29,debit,Credit Card Payment,Checking
2018-09-06,_RARE_,45.64,debit,Restaurants,Silver Card
2018-01-13,Thai Restaurant,13.04,debit,Restaurants,Platinum Card
2018-09-21,Credit Card Payment,259.35,credit,Credit Card Payment,Silver Card
2018-09-23,Grocery Store,6.37,debit,Groceries,Platinum Card
2018-07-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-12,Brewing Company,40.0,debit,Alcohol & Bars,Silver Card
2018-03-10,_RARE_,6.28,debit,Groceries,Silver Card
2018-12-09,Hardware Store,19.13,debit,Home Improvement,Platinum Card
2018-05-25,Credit Card Payment,557.59,credit,Credit Card Payment,Silver Card
2019-04-15,Credit Card Payment,154.21,credit,Credit Card Payment,Silver Card
